GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - No schooling completed,Margin of Error; Total: - No schooling completed,Estimate; Total: - Nursery school,Margin of Error; Total: - Nursery school,Estimate; Total: - Kindergarten,Margin of Error; Total: - Kindergarten,Estimate; Total: - 1st grade,Margin of Error; Total: - 1st grade,Estimate; Total: - 2nd grade,Margin of Error; Total: - 2nd grade,Estimate; Total: - 3rd grade,Margin of Error; Total: - 3rd grade,Estimate; Total: - 4th grade,Margin of Error; Total: - 4th grade,Estimate; Total: - 5th grade,Margin of Error; Total: - 5th grade,Estimate; Total: - 6th grade,Margin of Error; Total: - 6th grade,Estimate; Total: - 7th grade,Margin of Error; Total: - 7th grade,Estimate; Total: - 8th grade,Margin of Error; Total: - 8th grade,Estimate; Total: - 9th grade,Margin of Error; Total: - 9th grade,Estimate; Total: - 10th grade,Margin of Error; Total: - 10th grade,Estimate; Total: - 11th grade,Margin of Error; Total: - 11th grade,"Estimate; Total: - 12th grade, no diploma","Margin of Error; Total: - 12th grade, no diploma",Estimate; Total: - Regular high school diploma,Margin of Error; Total: - Regular high school diploma,Estimate; Total: - GED or alternative credential,Margin of Error; Total: - GED or alternative credential,"Estimate; Total: - Some college, less than 1 year","Margin of Error; Total: - Some college, less than 1 year","Estimate; Total: - Some college, 1 or more years, no degree","Margin of Error; Total: - Some college, 1 or more years, no degree",Estimate; Total: - Associate's degree,Margin of Error; Total: - Associate's degree,Estimate; Total: - Bachelor's degree,Margin of Error; Total: - Bachelor's degree,Estimate; Total: - Master's degree,Margin of Error; Total: - Master's degree,Estimate; Total: - Professional school degree,Margin of Error; Total: - Professional school degree,Estimate; Total: - Doctorate degree,Margin of Error; Total: - Doctorate degree
1400000US36061002202,36061002202,"Census Tract 22.02, New York County, New York",1761,207,24,34,0,12,0,12,0,12,0,12,33,52,9,16,33,31,0,12,9,21,43,41,0,12,6,14,37,26,21,44,112,60,18,35,45,36,94,60,4,8,1024,196,187,93,52,37,10,14
1400000US36061002400,36061002400,"Census Tract 24, New York County, New York",4109,361,64,48,0,17,0,17,0,17,122,118,138,123,6,11,94,84,271,141,218,146,99,77,156,110,159,110,279,119,103,67,956,299,97,74,51,49,205,92,128,81,484,144,211,78,187,154,81,54
1400000US36061002500,36061002500,"Census Tract 25, New York County, New York",3322,288,427,126,0,17,12,18,0,17,10,16,67,44,18,20,83,51,208,101,73,53,76,59,92,60,38,34,204,99,168,98,828,205,109,80,113,72,321,105,135,76,258,117,63,64,19,28,0,17
1400000US36061002601,36061002601,"Census Tract 26.01, New York County, New York",2856,286,165,76,0,12,0,12,10,15,17,23,6,10,0,12,19,21,52,52,18,23,33,33,76,50,104,78,136,69,81,54,399,120,62,40,90,49,194,84,104,54,911,198,300,101,8,13,71,73
1400000US36061002602,36061002602,"Census Tract 26.02, New York County, New York",3363,388,98,70,0,12,0,12,0,12,0,12,102,69,64,80,32,54,90,88,20,46,49,48,72,78,12,23,77,75,0,12,326,160,18,26,46,61,213,152,166,109,1273,310,548,195,46,42,111,104
1400000US36061002700,36061002700,"Census Tract 27, New York County, New York",937,182,93,61,0,12,7,10,0,12,0,12,18,21,0,12,0,12,65,70,0,12,0,12,11,16,4,7,0,12,20,20,116,60,12,20,21,27,68,41,16,18,278,117,151,76,34,30,23,21
1400000US36061002800,36061002800,"Census Tract 28, New York County, New York",5391,393,362,185,0,17,0,17,12,20,1,3,54,49,39,63,98,139,140,89,106,98,112,74,75,64,238,178,147,110,108,74,671,232,224,135,149,80,720,177,214,166,1405,327,399,133,102,82,15,24
1400000US36061002900,36061002900,"Census Tract 29, New York County, New York",4593,502,361,132,0,17,0,17,0,17,0,17,76,70,52,69,267,113,295,115,62,52,210,132,142,87,226,127,109,42,117,72,1043,326,139,90,127,62,262,142,149,86,634,213,265,113,41,42,16,25
1400000US36061003001,36061003001,"Census Tract 30.01, New York County, New York",3521,372,165,138,0,12,0,12,0,12,18,28,0,12,0,12,106,66,39,38,46,62,66,55,0,12,17,27,3,5,30,48,357,182,0,12,69,55,372,167,66,44,1640,284,268,113,219,131,40,37
1400000US36061003002,36061003002,"Census Tract 30.02, New York County, New York",2607,238,47,33,0,12,0,12,0,12,0,12,11,15,20,32,8,13,49,46,6,9,8,13,68,52,10,13,44,48,44,30,342,121,80,46,50,41,190,83,68,49,983,239,376,113,87,52,116,95
1400000US36061003100,36061003100,"Census Tract 31, New York County, New York",1277,181,55,41,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,7,5,8,0,12,14,20,25,32,51,47,12,17,53,39,22,24,8,11,44,41,15,15,534,181,265,119,126,59,44,44
1400000US36061003200,36061003200,"Census Tract 32, New York County, New York",6383,523,86,75,0,17,0,17,0,17,16,22,47,65,7,14,0,17,30,40,0,17,62,50,36,47,83,97,16,23,111,100,770,225,76,73,41,50,441,173,201,101,3031,463,976,263,278,189,75,73
1400000US36061003300,36061003300,"Census Tract 33, New York County, New York",3963,356,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,32,30,18,25,100,74,259,121,37,43,1775,289,1094,295,536,152,112,72
1400000US36061003400,36061003400,"Census Tract 34, New York County, New York",5228,545,72,76,0,17,0,17,0,17,0,17,0,17,0,17,0,17,91,80,0,17,0,17,84,127,13,21,0,17,71,109,534,297,38,44,61,54,406,164,117,82,2343,336,992,267,236,109,170,109
1400000US36061003601,36061003601,"Census Tract 36.01, New York County, New York",2165,266,98,63,0,12,0,12,11,16,23,25,10,16,29,34,14,23,65,43,35,32,42,41,18,20,73,56,57,47,41,43,332,156,106,78,20,28,184,81,148,68,579,153,175,72,86,59,19,21
1400000US36061003602,36061003602,"Census Tract 36.02, New York County, New York",2359,295,53,41,0,12,0,12,0,12,5,10,0,12,7,15,8,13,23,33,7,12,12,16,37,50,35,31,80,51,49,43,311,110,113,80,61,56,255,110,75,33,580,144,451,170,134,79,63,58
1400000US36061003700,36061003700,"Census Tract 37, New York County, New York",1782,233,11,17,0,12,0,12,0,12,0,12,3,8,11,12,0,12,0,12,0,12,11,12,3,8,11,15,21,24,0,12,149,75,19,24,32,41,140,60,20,21,724,155,349,108,210,105,68,62
1400000US36061003800,36061003800,"Census Tract 38, New York County, New York",6831,642,85,89,0,17,0,17,0,17,0,17,17,26,0,17,21,35,29,53,0,17,47,56,48,54,178,169,13,26,11,18,579,225,149,108,310,239,737,259,73,61,2464,452,1388,348,490,236,192,160
1400000US36061003900,36061003900,"Census Tract 39, New York County, New York",3911,441,9,18,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,24,38,77,63,32,49,64,57,252,90,51,47,60,55,229,126,95,62,1347,313,1005,282,459,199,207,135
1400000US36061004000,36061004000,"Census Tract 40, New York County, New York",6608,758,45,55,0,17,22,37,0,17,0,17,0,17,15,25,16,28,15,27,64,58,38,58,0,17,72,74,48,60,0,17,384,225,75,59,175,99,331,156,45,53,3173,646,1536,370,336,121,218,139
1400000US36061004100,36061004100,"Census Tract 41, New York County, New York",5922,641,486,170,23,36,0,17,0,17,27,46,22,25,5,14,193,127,548,246,104,80,384,258,109,88,57,62,53,69,177,102,691,297,43,49,117,94,145,76,37,40,1931,431,380,148,297,121,93,75
1400000US36061004200,36061004200,"Census Tract 42, New York County, New York",2519,317,9,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,29,41,0,12,23,23,47,51,24,35,42,52,97,68,24,29,1198,350,816,245,140,56,70,40
1400000US36061004300,36061004300,"Census Tract 43, New York County, New York",3747,433,11,21,0,12,0,12,0,12,10,31,49,72,0,12,101,83,45,52,17,26,47,55,16,35,37,54,10,19,51,54,305,96,140,132,40,57,343,171,71,61,1850,373,512,177,65,47,27,22
1400000US36061004400,36061004400,"Census Tract 44, New York County, New York",13211,1090,127,151,0,19,0,19,0,19,0,19,0,19,27,42,0,19,34,58,0,19,127,151,105,127,126,101,12,22,56,75,570,252,233,223,366,190,769,375,509,376,5573,935,2819,563,1260,460,498,288
1400000US36061004500,36061004500,"Census Tract 45, New York County, New York",705,168,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3,5,20,17,0,12,0,12,7,10,0,12,1,2,0,12,34,33,0,12,9,10,57,30,30,25,272,123,193,86,56,48,23,24
1400000US36061004700,36061004700,"Census Tract 47, New York County, New York",1790,271,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,16,18,21,0,12,35,49,8,13,70,57,15,25,44,40,142,76,59,57,712,178,443,144,156,74,78,70
1400000US36061004800,36061004800,"Census Tract 48, New York County, New York",5682,572,52,55,0,17,0,17,0,17,0,17,0,17,0,17,0,17,11,22,76,113,5,7,4,6,12,21,14,18,60,58,416,221,54,54,97,71,587,275,174,96,2421,520,900,204,460,168,339,199
1400000US36061004900,36061004900,"Census Tract 49, New York County, New York",3986,482,0,12,0,12,0,12,0,12,0,12,22,28,0,12,0,12,16,23,0,12,39,29,0,12,11,17,0,12,0,12,284,264,19,31,15,22,374,191,52,42,1849,370,830,198,436,186,39,39
1400000US36061005000,36061005000,"Census Tract 50, New York County, New York",4301,388,0,17,0,17,0,17,0,17,23,35,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,95,63,177,113,14,23,44,42,290,125,92,83,2031,299,904,205,483,179,148,75
1400000US36061005200,36061005200,"Census Tract 52, New York County, New York",2583,305,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,52,43,13,15,37,30,295,116,40,34,1091,236,597,111,326,104,132,113
1400000US36061005400,36061005400,"Census Tract 54, New York County, New York",3815,424,33,50,6,12,0,12,7,14,0,12,4,7,5,11,0,12,16,23,6,12,3,7,25,29,17,20,0,12,57,49,195,110,17,29,16,22,340,172,182,179,1495,248,700,197,379,138,312,135
1400000US36061005501,36061005501,"Census Tract 55.01, New York County, New York",3906,414,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,15,25,0,17,417,389,0,17,59,58,85,84,51,40,807,235,751,211,376,156,1345,317
1400000US36061005502,36061005502,"Census Tract 55.02, New York County, New York",1947,263,11,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,43,64,11,24,11,23,20,29,0,12,50,37,22,27,7,14,91,48,43,38,889,211,505,119,228,74,16,17
1400000US36061005600,36061005600,"Census Tract 56, New York County, New York",2083,257,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,15,0,12,16,21,7,10,24,27,48,61,95,61,19,26,120,100,163,101,23,31,618,152,535,167,340,140,62,48
1400000US36061005700,36061005700,"Census Tract 57, New York County, New York",2515,231,35,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,15,0,12,0,12,0,12,0,12,166,79,0,12,13,19,57,41,50,44,1106,217,554,148,412,117,113,69
1400000US36061005800,36061005800,"Census Tract 58, New York County, New York",2685,368,16,26,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,23,0,12,20,34,15,23,0,12,0,12,18,29,202,127,0,12,35,41,130,71,89,97,1102,278,663,251,289,132,93,74
1400000US36061005900,36061005900,"Census Tract 59, New York County, New York",4114,334,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,15,24,0,17,0,17,10,23,25,31,152,113,0,17,61,53,257,118,57,49,1739,325,876,207,573,167,349,129
1400000US36061006000,36061006000,"Census Tract 60, New York County, New York",4036,396,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,43,44,320,117,14,23,100,74,360,147,170,95,1574,418,811,182,526,176,118,66
1400000US36061006100,36061006100,"Census Tract 61, New York County, New York",3063,328,14,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,2,14,22,0,12,90,70,0,12,28,38,175,110,100,79,1655,229,579,158,365,138,42,44
1400000US36061006200,36061006200,"Census Tract 62, New York County, New York",3148,351,58,47,0,12,0,12,0,12,0,12,1,3,0,12,0,12,0,12,26,29,0,12,42,47,51,43,27,29,20,23,300,133,39,60,59,61,313,151,91,82,880,271,625,153,352,155,264,100
1400000US36061006300,36061006300,"Census Tract 63, New York County, New York",5121,374,23,39,0,17,0,17,0,17,0,17,0,17,0,17,0,17,42,68,0,17,12,20,0,17,0,17,0,17,13,22,152,80,5,10,108,109,182,103,109,92,2445,350,1366,302,482,165,182,107
1400000US36061006400,36061006400,"Census Tract 64, New York County, New York",6285,651,20,32,0,17,0,17,0,17,0,17,41,65,0,17,0,17,0,17,0,17,0,17,8,8,16,26,0,17,32,51,495,324,3,6,59,50,350,232,353,214,2675,435,1413,314,638,239,182,108
1400000US36061006500,36061006500,"Census Tract 65, New York County, New York",4325,507,3,6,0,17,0,17,0,17,0,17,0,17,0,17,42,65,0,17,0,17,0,17,0,17,0,17,0,17,3,7,213,85,37,42,68,53,250,113,49,44,2208,451,865,219,319,142,268,128
1400000US36061006600,36061006600,"Census Tract 66, New York County, New York",8720,746,179,152,0,19,0,19,5,11,0,19,0,19,43,64,15,25,57,63,71,71,25,41,81,63,82,68,22,41,104,102,969,397,158,116,141,109,795,326,362,242,3504,703,1376,374,599,308,132,141
1400000US36061006700,36061006700,"Census Tract 67, New York County, New York",4211,446,14,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,2,0,12,17,27,249,142,13,19,65,68,329,159,70,72,2023,362,887,212,458,188,85,68
1400000US36061006800,36061006800,"Census Tract 68, New York County, New York",5073,586,51,68,0,17,0,17,0,17,0,17,0,17,14,23,0,17,27,43,43,65,0,17,23,37,0,17,93,121,12,18,354,249,23,23,42,56,401,215,240,198,2241,430,930,206,537,176,42,51
1400000US36061006900,36061006900,"Census Tract 69, New York County, New York",1899,211,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,76,48,0,12,23,27,117,71,33,41,859,183,475,134,263,94,53,34
1400000US36061007000,36061007000,"Census Tract 70, New York County, New York",6714,776,15,38,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,24,37,49,65,11,20,475,316,61,79,54,50,412,194,172,177,2910,643,1387,330,930,309,214,133
1400000US36061007100,36061007100,"Census Tract 71, New York County, New York",4894,468,71,84,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,15,24,0,17,17,28,0,17,26,36,0,17,119,61,0,17,107,87,320,108,161,108,1957,308,1233,272,718,393,150,89
1400000US36061007200,36061007200,"Census Tract 72, New York County, New York",5719,686,46,56,0,17,0,17,0,17,0,17,0,17,0,17,0,17,23,38,0,17,0,17,26,56,0,17,25,41,0,17,156,104,21,35,161,119,412,213,15,25,2794,459,1256,286,611,252,173,155
1400000US36061007300,36061007300,"Census Tract 73, New York County, New York",5208,496,0,17,0,17,0,17,0,17,0,17,0,17,11,19,0,17,0,17,0,17,0,17,19,31,15,26,13,22,20,32,392,189,21,33,74,60,382,153,225,137,2657,502,879,402,354,144,146,125
1400000US36061007400,36061007400,"Census Tract 74, New York County, New York",3017,313,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,11,0,12,0,12,0,12,62,54,55,87,23,42,212,108,106,84,1148,220,848,209,343,162,215,121
1400000US36061007500,36061007500,"Census Tract 75, New York County, New York",3763,296,17,27,0,12,0,12,0,12,0,12,0,12,0,12,24,39,0,12,0,12,11,18,25,41,2,4,0,12,30,46,214,129,21,30,65,50,391,173,0,12,1700,306,596,204,499,185,168,98
1400000US36061007600,36061007600,"Census Tract 76, New York County, New York",1360,201,22,24,0,12,0,12,0,12,0,12,0,12,0,12,18,29,0,12,0,12,37,34,22,26,0,12,8,13,0,12,20,23,10,12,7,11,57,30,0,12,624,155,334,97,152,69,49,43
1400000US36061007700,36061007700,"Census Tract 77, New York County, New York",4827,539,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,15,24,22,32,38,48,0,17,26,43,194,101,14,22,21,30,231,114,89,92,2690,503,985,259,392,141,110,77
1400000US36061007800,36061007800,"Census Tract 78, New York County, New York",6047,628,10,21,0,17,0,17,0,17,0,17,0,17,7,12,0,17,0,17,4,8,0,17,1,2,31,44,0,17,29,47,244,130,0,17,69,69,395,160,246,122,3042,380,1222,503,628,201,119,74
1400000US36061007900,36061007900,"Census Tract 79, New York County, New York",3781,328,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,27,43,0,12,37,61,0,12,0,12,382,236,0,12,48,56,180,85,97,84,1412,273,900,200,389,148,309,136
1400000US36061008000,36061008000,"Census Tract 80, New York County, New York",3930,358,2,6,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,28,40,3,7,17,23,17,26,179,115,15,25,58,50,235,128,81,68,1815,289,841,211,542,172,97,58
1400000US36061008100,36061008100,"Census Tract 81, New York County, New York",7184,629,21,32,35,56,0,17,0,17,0,17,21,27,0,17,0,17,11,18,27,42,11,23,0,17,9,19,3,7,12,24,379,172,0,17,199,137,481,268,160,90,3239,556,1540,325,716,366,320,140
1400000US36061008200,36061008200,"Census Tract 82, New York County, New York",2968,381,14,23,14,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,21,34,0,12,0,12,67,72,0,12,27,31,208,173,0,12,56,66,193,126,95,60,1147,280,615,169,385,216,126,107
1400000US36061008300,36061008300,"Census Tract 83, New York County, New York",3275,363,102,71,0,12,0,12,0,12,0,12,0,12,32,47,74,65,17,28,37,51,6,11,175,123,66,56,101,78,103,75,358,183,113,107,53,42,252,124,52,47,993,212,530,155,184,110,27,32
1400000US36061008400,36061008400,"Census Tract 84, New York County, New York",1250,177,3,6,0,12,0,12,0,12,0,12,13,20,0,12,17,26,0,12,0,12,0,12,8,12,0,12,0,12,0,12,48,36,9,19,35,44,72,50,38,27,511,141,369,138,104,65,23,25
1400000US36061008601,36061008601,"Census Tract 86.01, New York County, New York",1919,305,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,28,39,7,18,0,12,0,12,0,12,33,29,7,12,7,18,90,63,107,93,911,272,359,120,341,170,29,31
1400000US36061008602,36061008602,"Census Tract 86.02, New York County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US36061008603,36061008603,"Census Tract 86.03, New York County, New York",3850,463,0,12,0,12,0,12,0,12,0,12,22,35,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,20,181,122,13,21,67,50,278,145,174,120,1390,286,815,197,701,232,196,105
1400000US36061008700,36061008700,"Census Tract 87, New York County, New York",5477,517,0,17,0,17,0,17,0,17,0,17,0,17,14,23,0,17,21,34,66,67,33,39,46,62,119,124,0,17,0,17,425,390,77,88,52,51,216,125,172,123,2554,564,954,314,556,190,172,106
1400000US36061008800,36061008800,"Census Tract 88, New York County, New York",5934,482,14,24,0,17,0,17,0,17,0,17,0,17,8,15,0,17,0,17,0,17,13,23,68,102,0,17,0,17,10,18,172,100,29,35,109,76,215,123,213,146,2609,389,1481,337,835,414,158,106
1400000US36061008900,36061008900,"Census Tract 89, New York County, New York",4541,358,84,70,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,5,15,13,21,24,48,57,58,4,16,215,91,49,46,67,57,432,176,203,135,1730,293,1041,255,425,148,192,97
1400000US36061009000,36061009000,"Census Tract 90, New York County, New York",5513,555,67,84,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,58,76,45,50,12,13,46,45,316,180,70,65,87,76,244,134,215,106,2211,474,1501,379,371,161,270,158
1400000US36061009100,36061009100,"Census Tract 91, New York County, New York",5310,413,14,20,0,17,0,17,0,17,0,17,0,17,0,17,14,22,0,17,0,17,0,17,63,71,0,17,0,17,49,55,205,100,60,80,77,62,402,139,146,69,2112,413,1219,302,763,251,186,144
1400000US36061009200,36061009200,"Census Tract 92, New York County, New York",1551,173,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,38,40,0,12,5,8,65,64,15,23,48,40,182,99,15,17,695,165,334,112,120,50,34,33
1400000US36061009300,36061009300,"Census Tract 93, New York County, New York",7332,653,139,148,0,17,0,17,0,17,0,17,0,17,0,17,0,17,15,34,30,38,0,17,0,17,14,31,47,69,246,135,672,260,183,114,156,96,499,208,357,199,2589,498,1730,429,437,216,218,135
1400000US36061009400,36061009400,"Census Tract 94, New York County, New York",29,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,17,0,12,0,12,0,12,0,12,13,15,0,12,0,12,0,12
1400000US36061009500,36061009500,"Census Tract 95, New York County, New York",1838,230,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,22,0,12,8,11,0,12,7,14,0,12,0,12,0,12,61,51,13,17,74,99,42,30,37,30,789,196,586,173,173,73,30,25
1400000US36061009600,36061009600,"Census Tract 96, New York County, New York",146,64,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,30,46,0,12,0,12,9,9,9,14,63,34,26,23,4,6,5,6
1400000US36061009700,36061009700,"Census Tract 97, New York County, New York",4066,357,60,64,0,12,0,12,0,12,70,99,0,12,63,64,0,12,0,12,63,58,57,65,7,17,59,52,13,21,115,88,444,167,73,62,140,82,559,265,101,87,874,213,988,216,190,88,190,85
1400000US36061009800,36061009800,"Census Tract 98, New York County, New York",5784,614,66,67,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,14,29,31,48,29,38,37,48,356,179,10,18,74,70,530,175,132,107,2523,585,1319,338,486,181,177,101
1400000US36061009900,36061009900,"Census Tract 99, New York County, New York",3216,332,6,10,0,12,0,12,4,18,0,12,0,12,0,12,3,9,2,10,0,12,5,10,0,12,25,25,39,31,9,15,111,60,45,35,61,51,189,74,101,57,1491,280,711,165,298,106,116,73
1400000US36061010000,36061010000,"Census Tract 100, New York County, New York",1544,181,0,12,0,12,0,12,0,12,0,12,0,12,2,4,28,46,0,12,0,12,6,10,0,12,10,14,3,4,20,21,112,66,31,34,10,15,130,83,55,54,787,143,221,85,72,43,57,56
1400000US36061010100,36061010100,"Census Tract 101, New York County, New York",982,206,6,10,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,20,0,12,0,12,13,21,4,10,34,36,87,45,12,16,20,22,86,47,23,18,334,82,221,63,72,42,57,36
1400000US36061010200,36061010200,"Census Tract 102, New York County, New York",285,96,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2,4,4,6,56,77,0,12,0,12,26,29,0,12,93,71,79,60,25,29,0,12
1400000US36061010300,36061010300,"Census Tract 103, New York County, New York",1452,224,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,23,0,12,0,12,12,21,0,12,0,12,6,14,0,12,89,52,111,87,27,23,79,53,49,40,586,157,259,92,141,97,77,59
1400000US36061010400,36061010400,"Census Tract 104, New York County, New York",960,152,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,17,49,29,10,12,27,20,51,35,0,12,526,145,179,55,52,27,51,54
1400000US36061010601,36061010601,"Census Tract 106.01, New York County, New York",6382,476,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,121,114,0,17,0,17,413,211,23,38,227,137,429,158,113,82,2452,446,1364,280,898,236,342,185
1400000US36061010602,36061010602,"Census Tract 106.02, New York County, New York",3734,383,0,12,0,12,0,12,0,12,0,12,25,31,0,12,0,12,0,12,0,12,14,23,0,12,0,12,13,20,17,27,84,62,0,12,51,43,250,110,77,52,1225,279,817,247,774,246,387,149
1400000US36061010800,36061010800,"Census Tract 108, New York County, New York",6977,703,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,1,2,0,17,0,17,0,17,0,17,249,141,35,54,157,106,479,201,90,71,3532,626,1300,270,959,318,175,136
1400000US36061010900,36061010900,"Census Tract 109, New York County, New York",136,54,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,2,0,12,0,12,0,12,1,2,3,4,0,12,7,10,0,12,28,20,49,42,43,51,4,6
1400000US36061011000,36061011000,"Census Tract 110, New York County, New York",6359,646,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,32,39,0,17,0,17,9,15,0,17,6,12,23,30,418,230,106,124,130,92,426,188,151,105,2736,515,1243,334,822,340,257,150
1400000US36061011100,36061011100,"Census Tract 111, New York County, New York",3097,349,101,92,0,12,0,12,0,12,17,32,0,12,0,12,13,16,40,41,0,12,0,12,4,9,25,33,44,36,42,59,250,127,2,4,50,42,322,174,131,68,1340,322,451,164,227,112,38,38
1400000US36061011201,36061011201,"Census Tract 112.01, New York County, New York",790,103,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,81,53,0,12,16,11,30,23,27,22,300,90,159,65,108,60,69,43
1400000US36061011202,36061011202,"Census Tract 112.02, New York County, New York",245,84,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,11,11,17,0,12,0,12,24,20,25,26,94,53,70,34,9,10,4,7
1400000US36061011203,36061011203,"Census Tract 112.03, New York County, New York",917,182,7,10,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,67,38,15,24,17,17,117,53,10,13,323,97,234,108,44,35,83,53
1400000US36061011300,36061011300,"Census Tract 113, New York County, New York",131,77,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3,6,3,6,3,6,3,6,11,16,2,7,0,12,4,6,0,12,3,6,0,12,32,47,44,24,23,31,0,12,0,12
1400000US36061011401,36061011401,"Census Tract 114.01, New York County, New York",1034,188,0,12,0,12,4,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,35,53,2,4,0,12,35,43,3,6,31,25,49,39,73,51,375,111,190,71,126,55,111,61
1400000US36061011402,36061011402,"Census Tract 114.02, New York County, New York",2241,281,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,19,0,12,16,17,0,12,69,45,0,12,41,43,186,81,42,33,997,210,518,126,312,130,49,30
1400000US36061011500,36061011500,"Census Tract 115, New York County, New York",1882,309,33,38,0,12,0,12,0,12,0,12,22,36,7,11,0,12,46,61,8,12,0,12,0,12,0,12,13,14,13,16,188,93,23,21,117,65,115,59,32,32,828,179,274,119,154,81,9,15
